
Sequences compared,Sat_test_Cassius1,Sat_test_Cassius2,Chi_test,Bowker_test,Stuart_test,Internal_Symmetry,Proposed_test,Alignment_Length
(S3; S4),2.48848,2.48827,206384,4.01319,1.25278,2.76041,0.149766,100000
(S3; S5),2.11761,2.11729,149438,7.34656,3.44248,3.90408,1.95135,100000
(S3; S6),2.26139,2.26126,170450,6.36428,3.40215,2.96213,1.34247,100000
(S3; S7),2.29788,2.29752,175960,5.31242,1.85571,3.45671,1.03648,100000
(S3; S8),2.17671,2.17623,157871,2.27253,1.16844,1.1041,0.368351,100000
(S4; S5),2.17975,2.17988,158400,4.80122,3.24291,1.5583,0.787343,100000
(S4; S6),2.32751,2.32788,180640,3.44651,3.04769,0.398824,0.0834002,100000
(S4; S7),2.36375,2.36388,186270,2.05866,1.62865,0.430006,0.344039,100000
(S4; S8),2.24162,2.24159,167498,1.57229,1.50323,0.0690551,-0.168688,100000
(S5; S6),2.52007,2.52031,211734,4.34685,2.68112,1.66573,-0.944619,100000
(S5; S7),2.35995,2.35992,185643,0.905479,0.626188,0.279291,0.269023,100000
(S5; S8),2.23611,2.23593,166651,1.25401,0.810721,0.443293,-0.554409,100000
(S6; S7),2.52565,2.52587,212670,3.74211,1.87341,1.8687,1.0811,100000
(S6; S8),2.39228,2.39234,190779,2.30705,1.4889,0.818149,0.416392,100000
(S7; S8),2.76936,2.76914,255606,3.97431,0.378195,3.59611,-1.03616,100000
Sequences compared,Sat_test_Cassius1,Sat_test_Cassius2,Chi_test,Bowker_test,Stuart_test,Internal_Symmetry,Proposed_test,Alignment_Length
(S1; S2),2.45694,2.45738,201294,2.93058,1.77945,1.15113,0.160079,100000
(S1; S3),2.21033,2.21057,162890,5.37944,0.353988,5.02545,0.818303,100000
(S1; S4),2.26492,2.26489,170993,6.81501,0.488392,6.32662,-0.308698,100000
(S1; S5),2.0874,2.08749,145260,6.76294,3.78673,2.97622,-0.582621,100000
(S1; S6),2.22599,2.22559,165111,4.17535,1.91316,2.26218,-1.30809,100000
(S1; S7),2.25899,2.25917,170132,5.78483,1.25313,4.5317,-1.79951,100000
(S1; S8),2.13869,2.13858,152453,4.52945,2.47379,2.05567,-1.31324,100000
(S2; S3),2.36503,2.36558,186535,3.98679,0.609179,3.37761,1.20427,100000
(S2; S4),2.42376,2.42403,195866,6.44866,1.38279,5.06587,0.815675,100000
(S2; S5),2.23165,2.23203,166075,13.5811,9.67629,3.90478,0.555951,100000
(S2; S6),2.38275,2.38262,189234,9.61442,6.82902,2.7854,-0.455949,100000
(S2; S7),2.41667,2.41716,194758,4.79842,0.405435,4.39298,-0.879571,100000
(S2; S8),2.28712,2.28728,174391,3.52084,2.24102,1.27982,-0.77335,100000
(S3; S4),2.49204,2.49213,207028,4.71056,0.822239,3.88832,-0.509264,100000
(S3; S5),2.11794,2.11814,149561,12.9195,5.58645,7.33308,-1.82542,100000
(S3; S6),2.25861,2.25833,170009,14.6465,3.00763,11.6389,-2.01401,100000
(S3; S7),2.29206,2.29238,175170,6.75876,0.853415,5.90535,-1.72535,100000
(S3; S8),2.16954,2.16954,156901,7.75263,2.58588,5.16675,-1.15561,100000
(S4; S5),2.17037,2.17031,157017,11.897,6.81693,5.08009,-0.386752,100000
(S4; S6),2.31583,2.31525,178687,11.5572,2.51948,9.03769,-1.08209,100000
(S4; S7),2.34989,2.34992,184075,1.54124,0.587633,0.953603,-0.831189,100000
(S4; S8),2.22451,2.22422,164909,2.73099,1.19071,1.54028,-0.330105,100000
(S5; S6),2.52031,2.51985,211661,8.04902,6.12395,1.92507,-0.689391,100000
(S5; S7),2.35459,2.35475,184841,19.4535,12.1511,7.30235,0.200742,100000
(S5; S8),2.2309,2.23075,165886,19.3418,13.3639,5.97789,-0.120503,100000
(S6; S7),2.51038,2.51,210011,20.9709,7.51188,13.4591,0.619212,100000
(S6; S8),2.37863,2.37794,188494,16.4584,7.20466,9.25371,1.414,100000
(S7; S8),2.76315,2.76306,254485,4.12415,2.61474,1.50941,0.214294,100000
Sequences compared,Sat_test_Cassius1,Sat_test_Cassius2,Chi_test,Bowker_test,Stuart_test,Internal_Symmetry,Proposed_test,Alignment_Length
(S1; S2),2.45236,2.45349,200656,4.79813,2.65708,2.14106,-1.33404,100000
(S1; S3),2.20055,2.20092,161475,10.2147,4.17723,6.03751,-2.34648,100000
(S1; S4),2.26158,2.26143,170475,10.4599,6.20603,4.25387,-1.54182,100000
(S1; S5),2.08982,2.09071,145710,7.37933,2.23691,5.14242,-1.12608,100000
(S1; S6),2.23297,2.23352,166297,11.0454,3.14819,7.89717,-2.20598,100000
(S1; S7),2.26446,2.26482,170989,18.6096,8.9823,9.6273,-2.09089,100000
(S1; S8),2.14761,2.14783,153779,11.8017,8.0735,3.72818,-0.259987,100000
(S2; S3),2.35346,2.35376,184675,5.76099,1.40389,4.35709,-1.2176,100000
(S2; S4),2.41674,2.41647,194647,4.89945,4.3621,0.537353,-0.445699,100000
(S2; S5),2.23299,2.23385,166341,2.96,1.49377,1.46623,-0.522036,100000
(S2; S6),2.38381,2.3843,189500,4.73127,0.719094,4.01218,-1.84859,100000
(S2; S7),2.41976,2.42003,195223,8.60394,3.67703,4.92691,-0.694784,100000
(S2; S8),2.29558,2.29571,175679,6.81025,3.42404,3.38621,0.637729,100000
(S3; S4),2.48426,2.48325,205554,5.87643,1.11455,4.76188,1.42992,100000
(S3; S5),2.11635,2.11656,149332,7.89111,1.70071,6.19039,0.944515,100000
(S3; S6),2.25697,2.25679,169773,4.78631,0.120576,4.66574,-0.82831,100000
(S3; S7),2.29113,2.29073,174918,10.4972,1.44802,9.04917,0.0323044,100000
(S3; S8),2.17368,2.17317,157426,7.62277,0.865267,6.7575,0.82291,100000
(S4; S5),2.17528,2.17498,157688,4.83025,3.58595,1.2443,-0.543366,100000
(S4; S6),2.32067,2.31993,179404,3.60075,1.36766,2.23309,-1.38216,100000
(S4; S7),2.35505,2.35407,184726,6.80981,3.02739,3.78241,-1.53156,100000
(S4; S8),2.23386,2.23279,166184,5.1142,1.85206,3.26214,-0.936448,100000
(S5; S6),2.52223,2.5227,212137,8.86003,2.33217,6.52786,-1.14577,100000
(S5; S7),2.36546,2.36567,186551,8.76718,6.87147,1.89571,-1.22706,100000
(S5; S8),2.24535,2.24542,168067,5.38533,4.76812,0.617209,-0.560811,100000
(S6; S7),2.52404,2.52381,212323,6.46759,2.83219,3.6354,-0.197353,100000
(S6; S8),2.39356,2.39321,190917,5.5071,1.9317,3.5754,0.638635,100000
(S7; S8),2.77102,2.77033,255827,3.5975,1.19032,2.40717,1.43852,100000
Sequences compared,Sat_test_Cassius1,Sat_test_Cassius2,Chi_test,Bowker_test,Stuart_test,Internal_Symmetry,Proposed_test,Alignment_Length
(S1; S2),2.44861,2.44798,199755,3.77957,0.767847,3.01172,1.50369,100000
(S1; S3),2.19665,2.19676,160860,1.64319,0.843255,0.799934,0.243636,100000
(S1; S4),2.25258,2.25246,169120,0.728417,0.24797,0.480448,-0.0497045,100000
(S1; S5),2.07332,2.07254,143185,2.00205,1.03971,0.962334,0.333014,100000
(S1; S6),2.22193,2.22175,164543,3.21236,0.778426,2.43393,-0.272685,100000
(S1; S7),2.25067,2.25124,168938,3.22524,1.05664,2.1686,1.10464,100000
(S1; S8),2.12816,2.12867,151043,3.18471,0.978017,2.2067,1.4109,100000
(S2; S3),2.3487,2.34839,183832,2.88653,0.810093,2.07644,-0.903324,100000
(S2; S4),2.41239,2.41183,193899,4.22621,0.597455,3.62875,-1.11612,100000
(S2; S5),2.21726,2.21603,163696,2.87151,0.328815,2.5427,-1.38601,100000
(S2; S6),2.37997,2.37936,188712,3.01919,0.308802,2.71039,-1.61038,100000
(S2; S7),2.40863,2.4088,193413,6.21122,3.76725,2.44397,-0.473551,100000
(S2; S8),2.27893,2.27907,173141,3.8412,3.21759,0.623609,-0.244582,100000
(S3; S4),2.47797,2.47814,204708,5.15227,1.41843,3.73383,0.0561335,100000
(S3; S5),2.10067,2.10013,147022,3.69797,1.53708,2.16089,-0.751511,100000
(S3; S6),2.25265,2.25275,169165,2.7122,0.161084,2.55112,-1.14295,100000
(S3; S7),2.28098,2.28184,173564,7.6732,2.15523,5.51797,0.684216,100000
(S3; S8),2.15876,2.15954,155458,3.42669,2.74201,0.684682,0.461181,100000
(S4; S5),2.15751,2.15673,155055,5.65827,0.66936,4.98891,-0.349072,100000
(S4; S6),2.31045,2.31031,177923,10.229,0.718098,9.51087,-0.65346,100000
(S4; S7),2.34432,2.34496,183296,4.55557,2.18503,2.37054,0.469457,100000
(S4; S8),2.22,2.22057,164367,4.59237,1.27511,3.31727,0.416594,100000
(S5; S6),2.51097,2.51002,210008,1.53206,1.45928,0.0727801,-0.171084,100000
(S5; S7),2.33766,2.33755,182145,14.9589,5.31146,9.64747,0.995863,100000
(S5; S8),2.21385,2.21371,163358,6.07848,3.70572,2.37277,0.910797,100000
(S6; S7),2.50534,2.50597,209334,16.0768,4.16638,11.9104,1.51482,100000
(S6; S8),2.37044,2.37099,187393,9.45461,3.87129,5.58332,1.69305,100000
(S7; S8),2.76114,2.7627,254418,5.70419,2.62313,3.08105,0.764947,100000
Sequences compared,Sat_test_Cassius1,Sat_test_Cassius2,Chi_test,Bowker_test,Stuart_test,Internal_Symmetry,Proposed_test,Alignment_Length
(S1; S2),2.43964,2.43853,198217,6.40163,1.67813,4.7235,1.0834,100000
(S1; S3),2.1856,2.18455,159083,4.96322,1.53233,3.43089,-1.01757,100000
(S1; S4),2.2457,2.24553,168085,11.6997,3.68512,8.01461,-1.99544,100000
(S1; S5),2.07128,2.07039,142886,3.89839,0.536322,3.36207,-0.511903,100000
(S1; S6),2.21475,2.21464,163493,5.3304,3.53172,1.79868,1.1773,100000
(S1; S7),2.24802,2.24722,168336,1.6577,1.35417,0.303531,-0.52605,100000
(S1; S8),2.13143,2.13109,151387,1.85103,1.61613,0.234896,-0.428436,100000
(S2; S3),2.3428,2.34219,182868,4.0731,0.110858,3.96224,-1.08507,100000
(S2; S4),2.40788,2.4082,193321,24.4746,3.2474,21.2272,-2.61502,100000
(S2; S5),2.22117,2.22069,164387,12.7349,0.516113,12.2188,-1.48283,100000
(S2; S6),2.37789,2.37827,188543,5.48164,1.64664,3.835,-0.461515,100000
(S2; S7),2.41406,2.41371,194202,3.93923,0.379289,3.55994,-1.53494,100000
(S2; S8),2.28744,2.28757,174434,2.50691,0.799849,1.70706,-1.16839,100000
(S3; S4),2.47827,2.47855,204780,10.3826,5.09178,5.29084,-0.683462,100000
(S3; S5),2.10387,2.10338,147476,1.45772,0.565765,0.891959,0.219173,100000
(S3; S6),2.25161,2.25193,169042,3.15055,1.26665,1.8839,1.35106,100000
(S3; S7),2.2861,2.28572,174155,1.86131,0.742499,1.11881,0.726116,100000
(S3; S8),2.16663,2.1667,156492,1.74318,0.911383,0.831797,0.605695,100000
(S4; S5),2.16274,2.16309,155968,6.14754,2.98524,3.1623,0.891596,100000
(S4; S6),2.31503,2.31627,178842,10.7906,4.08139,6.70922,2.26357,100000
(S4; S7),2.34997,2.35051,184165,5.06734,1.29778,3.76957,1.55311,100000
(S4; S8),2.22746,2.22842,165533,5.48084,1.9313,3.54954,1.69657,100000
(S5; S6),2.51368,2.51416,210703,10.3046,2.01232,8.29229,2.10889,100000
(S5; S7),2.34837,2.34809,183786,6.72572,1.04269,5.68303,-0.00995546,100000
(S5; S8),2.22716,2.22735,165371,3.4888,0.482233,3.00657,-0.0948938,100000
(S6; S7),2.50832,2.50897,209832,5.86034,2.7461,3.11424,-1.24865,100000
(S6; S8),2.37618,2.37728,188383,1.51136,0.60956,0.901801,-0.756068,100000
(S7; S8),2.76485,2.76527,254893,3.96716,2.19574,1.77142,1.14484,100000
Sequences compared,Sat_test_Cassius1,Sat_test_Cassius2,Chi_test,Bowker_test,Stuart_test,Internal_Symmetry,Proposed_test,Alignment_Length
(S1; S2),2.44253,2.44249,198861,5.3235,0.758345,4.56516,2.12018,100000
(S1; S3),2.19708,2.19721,160926,1.81047,0.136557,1.67392,0.656506,100000
(S1; S4),2.24667,2.24687,168284,4.96086,0.917884,4.04298,1.94098,100000
(S1; S5),2.08094,2.08023,144249,5.67147,2.26373,3.40774,1.38067,100000
(S1; S6),2.22146,2.22215,164601,2.34797,0.439333,1.90864,1.21711,100000
(S1; S7),2.25258,2.25309,169217,6.32974,3.15246,3.17728,1.72892,100000
(S1; S8),2.13423,2.13473,151906,7.34273,2.07824,5.2645,2.06658,100000
(S2; S3),2.35794,2.3576,185277,1.58841,0.200926,1.38748,0.382765,100000
(S2; S4),2.40971,2.40944,193514,1.93144,0.629004,1.30243,0.847672,100000
(S2; S5),2.23383,2.23262,166155,1.34411,0.956294,0.387819,-0.0902634,100000
(S2; S6),2.38272,2.38298,189287,1.84515,1.37831,0.46684,-0.536568,100000
(S2; S7),2.4167,2.41675,194691,3.13065,2.76932,0.361332,0.136508,100000
(S2; S8),2.28835,2.28841,174565,2.67012,1.59339,1.07674,0.623226,100000
(S3; S4),2.48724,2.48714,206198,4.91673,1.00489,3.91184,0.258909,100000
(S3; S5),2.12018,2.11918,149701,2.79398,1.45271,1.34127,0.301643,100000
(S3; S6),2.26255,2.26296,170701,2.5553,0.770362,1.78493,0.647708,100000
(S3; S7),2.29617,2.29639,175782,3.83737,3.04871,0.788662,0.296953,100000
(S3; S8),2.17348,2.17371,157504,3.4958,1.95342,1.54237,0.756939,100000
(S4; S5),2.16989,2.16894,156813,2.09425,1.29339,0.800862,-0.141083,100000
(S4; S6),2.31683,2.31732,179002,2.673,2.06005,0.612948,-0.42657,100000
(S4; S7),2.34871,2.349,183929,2.65411,1.20895,1.44516,-0.97804,100000
(S4; S8),2.22484,2.22514,165046,4.27542,1.34944,2.92598,0.223528,100000
(S5; S6),2.51795,2.51741,211249,9.88975,6.63429,3.25546,-0.233812,100000
(S5; S7),2.35277,2.35206,184409,6.47851,3.6443,2.83422,0.510668,100000
(S5; S8),2.22495,2.22431,164922,6.52053,3.06168,3.45884,0.798233,100000
(S6; S7),2.51154,2.51241,210410,6.28414,5.28149,1.00265,0.453893,100000
(S6; S8),2.37553,2.37638,188242,4.22808,2.30076,1.92732,1.21751,100000
(S7; S8),2.76109,2.76184,254259,7.30379,1.87905,5.42474,0.987753,100000
Sequences compared,Sat_test_Cassius1,Sat_test_Cassius2,Chi_test,Bowker_test,Stuart_test,Internal_Symmetry,Proposed_test,Alignment_Length
(S1; S2),2.45031,2.45072,200207,21.0227,1.60881,19.4139,2.78143,100000
(S1; S3),2.20295,2.20302,161784,11.0467,4.27557,6.77116,0.959103,100000
(S1; S4),2.25846,2.25873,170067,9.90339,2.5157,7.3877,1.13733,100000
(S1; S5),2.09096,2.09153,145819,3.48297,0.518126,2.96485,0.0167387,100000
(S1; S6),2.22887,2.22943,165684,10.2674,3.42698,6.84038,0.778619,100000
(S1; S7),2.26662,2.2668,171283,6.51867,3.45931,3.05936,1.14217,100000
(S1; S8),2.14072,2.14109,152812,6.825,2.40932,4.41567,1.32097,100000
(S2; S3),2.35592,2.35552,184953,3.34376,1.39944,1.94432,-1.10759,100000
(S2; S4),2.41677,2.41657,194662,3.97886,0.346319,3.63254,-1.64883,100000
(S2; S5),2.23301,2.23319,166240,3.70043,0.420314,3.28012,-1.76991,100000
(S2; S6),2.38212,2.38225,189173,3.6667,1.68927,1.97743,-1.15647,100000
(S2; S7),2.42238,2.4221,195556,11.4334,1.36175,10.0717,-2.1221,100000
(S2; S8),2.29184,2.29178,175080,6.16073,1.39822,4.76251,-1.56346,100000
(S3; S4),2.49026,2.4897,206625,5.88844,0.631832,5.25661,-1.33812,100000
(S3; S5),2.11772,2.11759,149477,3.88054,2.34363,1.53691,-0.930426,100000
(S3; S6),2.2636,2.26341,170769,2.60583,1.02161,1.58423,0.495706,100000
(S3; S7),2.2967,2.29612,175742,8.23622,1.92308,6.31313,-0.650178,100000
(S3; S8),2.17173,2.17138,157169,3.69907,2.72317,0.975897,-0.164328,100000
(S4; S5),2.1725,2.17256,157338,1.36938,0.943478,0.425905,-0.48054,100000
(S4; S6),2.31916,2.31916,179286,1.26938,0.871672,0.397711,0.60534,100000
(S4; S7),2.35513,2.35474,184830,2.71499,0.887425,1.82756,0.439975,100000
(S4; S8),2.22765,2.22748,165395,2.22476,1.32161,0.903156,0.720166,100000
(S5; S6),2.51948,2.51989,211663,8.29722,3.10306,5.19416,1.59535,100000
(S5; S7),2.3637,2.36368,186235,4.53447,1.38524,3.14924,1.10604,100000
(S5; S8),2.23398,2.23417,166386,2.56032,0.795611,1.76471,0.735015,100000
(S6; S7),2.51918,2.5191,211531,4.36202,3.27275,1.08927,0.00692534,100000
(S6; S8),2.38333,2.38347,189366,3.70963,3.15846,0.551172,-0.102065,100000
(S7; S8),2.76465,2.76434,254719,1.57745,0.761561,0.815885,0.590801,100000
Sequences compared,Sat_test_Cassius1,Sat_test_Cassius2,Chi_test,Bowker_test,Stuart_test,Internal_Symmetry,Proposed_test,Alignment_Length
(S1; S2),2.44226,2.4417,198738,14.0927,9.07981,5.01291,-0.514842,100000
(S1; S3),2.1821,2.18302,158858,9.53117,1.87352,7.65765,-0.749724,100000
(S1; S4),2.24578,2.24855,168542,5.7336,2.16263,3.57098,0.373339,100000
(S1; S5),2.06577,2.06654,142360,5.90039,3.02847,2.87191,0.641257,100000
(S1; S6),2.21162,2.21358,163334,4.87852,1.38867,3.48985,-0.392066,100000
(S1; S7),2.24591,2.24696,168299,6.13439,1.59551,4.53888,0.36585,100000
(S1; S8),2.12574,2.12636,150718,6.2404,2.16288,4.07753,0.486261,100000
(S2; S3),2.34117,2.33894,182360,5.39738,3.41203,1.98534,-0.911122,100000
(S2; S4),2.40719,2.40682,193108,14.3231,13.0712,1.25186,0.72842,100000
(S2; S5),2.21689,2.21466,163499,4.44188,3.88758,0.554301,-0.591183,100000
(S2; S6),2.37287,2.3717,187510,10.2586,8.48042,1.77817,-0.567044,100000
(S2; S7),2.41051,2.40832,193340,4.97533,3.34545,1.62988,0.853641,100000
(S2; S8),2.28221,2.27973,173242,3.79521,1.1609,2.63431,0.924902,100000
(S3; S4),2.47573,2.47698,204518,8.14015,5.33121,2.80894,1.36867,100000
(S3; S5),2.09739,2.09666,146538,3.99357,1.07933,2.91424,-0.569558,100000
(S3; S6),2.24364,2.24401,167855,3.1058,1.11747,1.98833,-0.0798796,100000
(S3; S7),2.27763,2.27706,172835,1.25011,0.0774657,1.17264,0.885761,100000
(S3; S8),2.15517,2.15425,154696,4.5666,0.634834,3.93177,1.66964,100000
(S4; S5),2.15658,2.15757,155180,4.60989,2.18229,2.4276,-1.39741,100000
(S4; S6),2.30902,2.31127,178074,3.94247,1.08536,2.85711,-1.17279,100000
(S4; S7),2.34199,2.34329,183045,5.03329,4.1171,0.916195,-0.756713,100000
(S4; S8),2.21852,2.21935,164194,5.6633,4.74473,0.918569,-0.196577,100000
(S5; S6),2.50853,2.5088,209805,3.71459,2.0279,1.68669,0.685312,100000
(S5; S7),2.34151,2.3408,182650,5.08028,1.60162,3.47866,1.32753,100000
(S5; S8),2.21658,2.21551,163622,5.73227,1.64129,4.09099,1.51149,100000
(S6; S7),2.50627,2.50679,209470,3.45946,1.93798,1.52148,0.459295,100000
(S6; S8),2.37166,2.37172,187508,8.30668,3.24792,5.05876,1.24348,100000
(S7; S8),2.76572,2.76466,254778,3.94178,1.31222,2.62956,1.43987,100000
Sequences compared,Sat_test_Cassius1,Sat_test_Cassius2,Chi_test,Bowker_test,Stuart_test,Internal_Symmetry,Proposed_test,Alignment_Length
(S1; S2),2.44242,2.44195,198774,1.69134,0.843639,0.847704,-0.283629,100000
(S1; S3),2.19205,2.19211,160183,6.22331,0.928185,5.29512,2.18713,100000
(S1; S4),2.2559,2.25603,169659,4.82258,2.22243,2.60016,1.11996,100000
(S1; S5),2.0728,2.07231,143153,6.4484,4.22759,2.22081,-0.397301,100000
(S1; S6),2.22246,2.22242,164643,8.10523,5.30698,2.79825,-1.65197,100000
(S1; S7),2.24908,2.24891,168588,2.95122,2.09723,0.853998,0.442854,100000
(S1; S8),2.12786,2.1279,150934,3.90405,2.0067,1.89735,1.34509,100000
(S2; S3),2.34394,2.34388,183128,2.91959,0.39025,2.52934,0.910536,100000
(S2; S4),2.41329,2.4133,194136,2.64687,1.05289,1.59398,-0.0715503,100000
(S2; S5),2.21649,2.21585,163672,5.90123,4.02554,1.87569,-0.0522341,100000
(S2; S6),2.37582,2.37567,188130,5.66551,4.81959,0.845925,-0.883367,100000
(S2; S7),2.40927,2.40896,193438,2.40076,1.21408,1.18668,0.280426,100000
(S2; S8),2.27741,2.27734,172881,4.1374,2.05622,2.08117,1.32797,100000
(S3; S4),2.48095,2.48149,205262,0.984283,0.36634,0.617943,-0.691086,100000
(S3; S5),2.10053,2.10038,147059,7.577,2.59615,4.98086,-0.609701,100000
(S3; S6),2.25264,2.25297,169201,9.51152,2.55892,6.9526,-2.27888,100000
(S3; S7),2.2801,2.28029,173328,3.00168,0.400935,2.60074,-1.22463,100000
(S3; S8),2.15915,2.15955,155459,2.97074,0.867661,2.10307,-1.11233,100000
(S4; S5),2.16041,2.16033,155577,12.8747,2.52492,10.3498,1.196,100000
(S4; S6),2.31674,2.31716,178977,4.74843,2.09148,2.65695,-1.27798,100000
(S4; S7),2.34528,2.34556,183393,3.35779,0.299116,3.05867,-0.243856,100000
(S4; S8),2.2188,2.21928,164181,2.81972,1.11815,1.70157,0.139884,100000
(S5; S6),2.50558,2.5053,209220,3.00414,0.582369,2.42177,-1.39034,100000
(S5; S7),2.33625,2.33585,181877,1.74339,1.65897,0.0844182,-0.204407,100000
(S5; S8),2.21207,2.21191,163089,1.94879,0.868544,1.08025,-0.0425411,100000
(S6; S7),2.50682,2.50694,209495,5.62884,1.59633,4.03251,1.65167,100000
(S6; S8),2.37303,2.37338,187768,6.48771,0.963815,5.5239,2.17344,100000
(S7; S8),2.75887,2.7591,253756,2.46109,1.50331,0.957784,0.722791,100000
Sequences compared,Sat_test_Cassius1,Sat_test_Cassius2,Chi_test,Bowker_test,Stuart_test,Internal_Symmetry,Proposed_test,Alignment_Length
(S1; S2),2.44545,2.44552,199357,5.56734,3.59917,1.96817,0.446243,100000
(S1; S3),2.19439,2.19488,160595,5.57487,2.09073,3.48413,-0.0645371,100000
(S1; S4),2.25719,2.25748,169882,4.5972,0.318108,4.2791,-0.400671,100000
(S1; S5),2.08347,2.08363,144727,4.3038,1.78329,2.52051,-1.07167,100000
(S1; S6),2.22338,2.22331,164776,3.99293,1.38977,2.60316,-0.376763,100000
(S1; S7),2.261,2.26099,170409,9.60073,1.57359,8.02715,-2.06043,100000
(S1; S8),2.1403,2.14022,152692,3.9206,1.69516,2.22544,-0.745015,100000
(S2; S3),2.35272,2.35301,184559,2.24298,0.257842,1.98514,-0.79376,100000
(S2; S4),2.41723,2.41729,194781,6.15421,5.41857,0.735637,-0.656886,100000
(S2; S5),2.23316,2.23311,166232,5.90611,2.93778,2.96833,-0.302868,100000
(S2; S6),2.38199,2.38169,189084,7.08793,1.24787,5.84006,-0.285838,100000
(S2; S7),2.41756,2.41732,194787,9.07676,4.18254,4.89422,-1.63647,100000
(S2; S8),2.28743,2.28712,174369,4.57742,4.01713,0.560287,-0.408096,100000
(S3; S4),2.48583,2.48637,206073,8.1772,5.33491,2.84229,-0.305655,100000
(S3; S5),2.11671,2.11708,149407,6.96495,2.31561,4.64934,-0.0537101,100000
(S3; S6),2.25598,2.25613,169675,5.73383,1.13252,4.60131,0.437495,100000
(S3; S7),2.29025,2.29046,174879,5.41725,3.271,2.14625,-0.865038,100000
(S3; S8),2.16718,2.16731,156581,3.49456,3.32831,0.16625,0.11936,100000
(S4; S5),2.17637,2.17652,157913,5.61335,1.62547,3.98789,0.0741476,100000
(S4; S6),2.32292,2.32284,179856,6.09961,2.04853,4.05107,0.639522,100000
(S4; S7),2.3568,2.35678,185152,2.42495,1.25391,1.17104,-0.553728,100000
(S4; S8),2.23081,2.23072,165873,2.04993,1.26021,0.789721,0.856625,100000
(S5; S6),2.51723,2.51703,211184,4.19068,0.967668,3.22301,0.161158,100000
(S5; S7),2.3572,2.35706,185197,5.43678,0.185959,5.25082,-0.41309,100000
(S5; S8),2.22974,2.22954,165706,5.72708,0.195678,5.5314,0.628333,100000
(S6; S7),2.51588,2.51548,210922,5.7793,1.0206,4.75869,-1.17148,100000
(S6; S8),2.38217,2.38171,189089,2.46878,1.09645,1.37233,0.128347,100000
(S7; S8),2.76603,2.76556,254947,9.69549,0.0994647,9.59602,2.7406,100000
Sequences compared,Sat_test_Cassius1,Sat_test_Cassius2,Chi_test,Bowker_test,Stuart_test,Internal_Symmetry,Proposed_test,Alignment_Length
(S1; S2),2.42303,2.42031,195269,11.104,2.99561,8.1084,-0.641815,100000
(S1; S3),2.16093,2.16295,155950,8.24235,2.58823,5.65412,-2.0977,100000
(S1; S4),2.22463,2.22762,165418,10.5019,5.6172,4.88473,-1.31764,100000
(S1; S5),2.0517,2.05137,140271,0.945627,0.504673,0.440955,-0.259883,100000
(S1; S6),2.19819,2.19653,160827,3.01065,0.795255,2.2154,-0.40676,100000
(S1; S7),2.22611,2.22442,164940,11.8103,0.421377,11.3889,-1.68464,100000
(S1; S8),2.10807,2.10596,147841,14.0128,2.3693,11.6435,-1.10472,100000
(S2; S3),2.32101,2.32175,179691,9.94026,7.37431,2.56595,-1.38505,100000
(S2; S4),2.38697,2.38871,190210,14.2159,13.7082,0.507619,0.604188,100000
(S2; S5),2.19962,2.19792,161033,5.42278,1.78805,3.63472,-0.258462,100000
(S2; S6),2.35591,2.3527,184508,1.59583,0.634195,0.961634,-0.44458,100000
(S2; S7),2.38647,2.38321,189327,5.60104,4.57311,1.02793,-0.706259,100000
(S2; S8),2.25865,2.25501,169507,10.5143,8.10367,2.41059,-0.0579278,100000
(S3; S4),2.4599,2.46678,202837,12.6993,5.4674,7.23193,2.50611,100000
(S3; S5),2.07661,2.07926,144115,5.87939,1.28382,4.59558,1.92753,100000
(S3; S6),2.22202,2.22354,164809,6.66701,3.69213,2.97488,1.61164,100000
(S3; S7),2.25379,2.25532,169556,8.36286,4.88145,3.48141,1.6558,100000
(S3; S8),2.13406,2.13499,151949,17.1441,7.93623,9.20788,2.26642,100000
